id,name,total_serves,total_aces,total_unret,total_sp1,ace_rate,unret_rate,sp1_rate,serve_eff
292,Andrea Vavassori,353,13,2,23,3.68271954674221,0.56657223796034,6.515580736543909,10.76
293,Sebastian Ofner,786,25,20,39,3.1806615776081424,2.544529262086514,4.961832061068702,10.69
294,Thomaz Bellucci,1022,45,5,59,4.403131115459883,0.4892367906066536,5.772994129158513,10.67
295,Luca Van Assche,451,32,2,14,7.095343680709535,0.4434589800443459,3.104212860310421,10.64
296,Adam Pavlasek,273,22,0,7,8.058608058608058,0.0,2.5641025641025643,10.62
297,Aleksandr Nedovyesov,198,8,2,11,4.040404040404041,1.0101010101010102,5.555555555555555,10.61
298,Jared Palmer,302,12,5,15,3.9735099337748343,1.6556291390728477,4.966887417218543,10.6
299,Alex Michelsen,1416,63,28,59,4.4491525423728815,1.9774011299435028,4.166666666666667,10.59
300,Francisco Cerundolo,3248,76,71,196,2.3399014778325125,2.185960591133005,6.0344827586206895,10.56
301,Tomas Martin Etcheverry,1677,85,37,55,5.068574836016697,2.206320810971974,3.279666070363745,10.55
302,Yibing Wu,512,16,13,25,3.125,2.5390625,4.8828125,10.55
303,Alexander Popp,218,13,0,10,5.963302752293578,0.0,4.587155963302752,10.55
304,Markus Hipfl,95,5,0,5,5.2631578947368425,0.0,5.2631578947368425,10.53
305,Francesco Passaro,209,2,4,16,0.9569377990430622,1.9138755980861244,7.655502392344498,10.53
306,Dusan Lajovic,3127,67,111,151,2.1426287176207226,3.54972817396866,4.82890949792133,10.52
307,Nikola Milojevic,438,22,0,24,5.0228310502283104,0.0,5.47945205479452,10.5
308,Borna Coric,4875,232,78,201,4.758974358974359,1.6,4.123076923076923,10.48
309,Magnus Norman,725,38,2,36,5.241379310344827,0.27586206896551724,4.9655172413793105,10.48
310,Arthur Fery,124,3,0,10,2.4193548387096775,0.0,8.064516129032258,10.48
311,Ramkumar Ramanathan,86,4,0,5,4.651162790697675,0.0,5.813953488372093,10.47
312,Jo Wilfred Tsonga,172,7,2,9,4.069767441860465,1.1627906976744187,5.232558139534884,10.47
313,Pablo Carreno Busta,4088,140,96,191,3.4246575342465753,2.3483365949119372,4.6722113502935425,10.45
314,Mario Vilella Martinez,67,4,0,3,5.970149253731344,0.0,4.477611940298507,10.45
315,Henrik Holm,268,10,0,18,3.7313432835820897,0.0,6.7164179104477615,10.45
316,Agustin Velotti,67,4,0,3,5.970149253731344,0.0,4.477611940298507,10.45
317,Takao Suzuki,288,11,4,15,3.8194444444444446,1.3888888888888888,5.208333333333333,10.42
318,Gonzalo Escobar,144,4,0,11,2.7777777777777777,0.0,7.638888888888889,10.42
319,Eduardo Russi,48,1,1,3,2.0833333333333335,2.0833333333333335,6.25,10.42
320,Marcos Baghdatis,2135,126,18,78,5.901639344262295,0.8430913348946136,3.6533957845433256,10.4
321,Radek Stepanek,1531,86,2,71,5.6172436316133245,0.13063357282821686,4.637491835401698,10.39
322,Novak Djokovic,53641,2664,470,2422,4.966350366324267,0.8761954475121642,4.515202923137153,10.36
323,Soon Woo Kwon,685,35,1,35,5.109489051094891,0.145985401459854,5.109489051094891,10.36
324,Luca Nardi,503,21,1,30,4.174950298210735,0.1988071570576541,5.964214711729622,10.34
325,Cem Ilkel,290,13,0,17,4.482758620689655,0.0,5.862068965517241,10.34
326,Thierry Champion,116,6,1,5,5.172413793103448,0.8620689655172413,4.310344827586207,10.34
327,Billy Harris,126,4,0,9,3.1746031746031744,0.0,7.142857142857143,10.32
328,Omar Camporese,398,26,0,15,6.532663316582915,0.0,3.7688442211055277,10.3
329,Kilian Feldbausch,68,5,0,2,7.352941176470588,0.0,2.9411764705882355,10.29
330,Kiranpal Pannu,78,2,0,6,2.5641025641025643,0.0,7.6923076923076925,10.26
331,Colton Smith,88,4,0,5,4.545454545454546,0.0,5.681818181818182,10.23
332,Daniel Evans,3237,117,70,143,3.6144578313253013,2.162496138399753,4.417670682730924,10.19
333,Paul Haarhuis,275,14,3,11,5.090909090909091,1.0909090909090908,4.0,10.18
334,Mark Woodforde,118,4,0,8,3.389830508474576,0.0,6.779661016949152,10.17
335,Bu Yunchaokete,374,24,2,12,6.4171122994652405,0.5347593582887701,3.2085561497326203,10.16
336,Martin Klizan,1224,54,12,58,4.411764705882353,0.9803921568627451,4.738562091503268,10.13
337,Maximo Gonzalez,79,1,0,7,1.2658227848101267,0.0,8.860759493670885,10.13
338,Ivan Dodig,385,20,3,16,5.194805194805195,0.7792207792207793,4.1558441558441555,10.13
339,Daniel Gimeno Traver,366,14,3,20,3.8251366120218577,0.819672131147541,5.46448087431694,10.11
340,Andrei Pavel,594,33,1,26,5.555555555555555,0.16835016835016836,4.377104377104377,10.1
341,Dominik Koepfer,1240,50,22,53,4.032258064516129,1.7741935483870968,4.274193548387097,10.08
342,Sho Katayama,60,3,0,3,5.0,0.0,5.0,10.0
343,Yuki Bhambri,100,3,0,7,3.0,0.0,7.0,10.0
344,Dennis Novak,541,25,0,29,4.621072088724584,0.0,5.360443622920518,9.98
345,Nicolas Lapentti,321,17,0,15,5.29595015576324,0.0,4.672897196261682,9.97
346,Rod Frawley,181,5,0,13,2.7624309392265194,0.0,7.18232044198895,9.94
347,John Mcenroe,7913,298,24,464,3.7659547579931756,0.30329836977126245,5.863768482244408,9.93
348,Florian Mayer,745,32,7,35,4.295302013422819,0.9395973154362416,4.697986577181208,9.93
349,Stefan Edberg,22621,542,24,1672,2.3960037133636884,0.10609610538879802,7.391362008752929,9.89
350,Elliot Benchetrit,283,18,0,10,6.360424028268551,0.0,3.5335689045936394,9.89
351,Peter Doohan,182,5,5,8,2.7472527472527473,2.7472527472527473,4.395604395604396,9.89
352,Kyle Edmund,1255,50,14,60,3.9840637450199203,1.1155378486055776,4.780876494023905,9.88
353,Jozef Kovalik,415,12,3,26,2.891566265060241,0.7228915662650602,6.265060240963855,9.88
354,Filip Cristian Jianu,81,4,0,4,4.938271604938271,0.0,4.938271604938271,9.88
355,Christian Harrison,71,3,2,2,4.225352112676056,2.816901408450704,2.816901408450704,9.86
356,Andy Murray,28861,1594,248,998,5.523024150237345,0.8592910848549946,3.4579536398600186,9.84
357,Richard Gasquet,8071,300,128,365,3.7170115227357203,1.5859249163672406,4.52236401932846,9.83
358,Philipp Kohlschreiber,4184,175,21,215,4.182600382409178,0.5019120458891013,5.138623326959847,9.82
359,Christopher Oconnell,1488,65,12,69,4.368279569892473,0.8064516129032258,4.637096774193548,9.81
360,Javier Barranco Cosano,92,4,0,5,4.3478260869565215,0.0,5.434782608695652,9.78
361,Agustin Calleri,123,4,0,8,3.252032520325203,0.0,6.504065040650406,9.76
362,Paolo Lorenzi,1057,57,6,40,5.392620624408704,0.5676442762535477,3.7842951750236518,9.74
363,Younes Lalami Laaroussi,72,2,0,5,2.7777777777777777,0.0,6.944444444444445,9.72
364,Joao Fonseca,844,38,3,41,4.502369668246446,0.35545023696682465,4.85781990521327,9.72
365,Masamichi Imamura,62,4,0,2,6.451612903225806,0.0,3.225806451612903,9.68
366,Antoine Bellier,124,0,0,12,0.0,0.0,9.67741935483871,9.68
367,Coleman Wong,114,6,0,5,5.2631578947368425,0.0,4.385964912280702,9.65
368,Roman Andres Burruchaga,104,1,0,9,0.9615384615384616,0.0,8.653846153846153,9.62
369,Lleyton Hewitt,16006,802,218,520,5.010621017118581,1.361989254029739,3.2487817068599276,9.62
370,Michael Mmoh,479,27,2,17,5.6367432150313155,0.4175365344467641,3.549060542797495,9.6
371,Kevin Curren,991,49,5,41,4.944500504540867,0.5045408678102926,4.137235116044399,9.59
372,Alessandro Giannessi,219,3,0,18,1.36986301369863,0.0,8.219178082191782,9.59
373,Teymuraz Gabashvili,491,12,7,28,2.443991853360489,1.4256619144602851,5.7026476578411405,9.57
374,James Ward,136,7,1,5,5.147058823529412,0.7352941176470589,3.676470588235294,9.56
375,Nishesh Basavareddy,984,53,4,37,5.3861788617886175,0.4065040650406504,3.7601626016260163,9.55
376,Vaclav Safranek,157,6,0,9,3.821656050955414,0.0,5.732484076433121,9.55
377,Dennis Novikov,84,5,0,3,5.9523809523809526,0.0,3.5714285714285716,9.52
378,Filip Dewulf,189,3,0,15,1.5873015873015872,0.0,7.936507936507937,9.52
379,Aljaz Bedene,3308,169,23,123,5.108827085852479,0.6952841596130592,3.7182587666263602,9.52
380,Andrey Golubev,284,15,3,9,5.28169014084507,1.056338028169014,3.1690140845070425,9.51
381,Arnaud Boetsch,347,15,0,18,4.322766570605188,0.0,5.187319884726225,9.51
382,Sebastien Grosjean,1379,71,6,54,5.148658448150834,0.43509789702683105,3.9158810732414793,9.5
383,Andrea Arnaboldi,116,1,1,9,0.8620689655172413,0.8620689655172413,7.758620689655173,9.48
384,Juncheng Shang,981,27,16,50,2.7522935779816513,1.6309887869520896,5.096839959225281,9.48
385,Prajnesh Gunneswaran,412,16,3,20,3.883495145631068,0.7281553398058253,4.854368932038835,9.47
386,Martin Redlicki,74,4,0,3,5.405405405405405,0.0,4.054054054054054,9.46
387,Fernon Wibier,127,6,0,6,4.724409448818897,0.0,4.724409448818897,9.45
388,Leandro Riedi,413,15,0,24,3.6319612590799033,0.0,5.811138014527845,9.44
389,Roberto Bautista Agut,7035,207,159,298,2.9424307036247335,2.260127931769723,4.235963041933191,9.44
390,Tommy Haas,4162,215,34,144,5.165785679961557,0.8169149447381067,3.4598750600672754,9.44
391,John Newcombe,871,35,0,47,4.018369690011481,0.0,5.396096440872561,9.41
392,Niels Visker,85,3,0,5,3.5294117647058822,0.0,5.882352941176471,9.41
393,Denis Kudla,1128,57,15,34,5.053191489361702,1.3297872340425532,3.0141843971631204,9.4
394,Emilio Sanchez,479,16,3,26,3.3402922755741127,0.6263048016701461,5.427974947807933,9.39
395,Lorenzo Musetti,7455,211,140,348,2.830315224681422,1.8779342723004695,4.668008048289739,9.38
396,Ti Chen,64,4,0,2,6.25,0.0,3.125,9.38
397,Gregoire Barrere,1305,34,45,43,2.6053639846743293,3.4482758620689653,3.2950191570881224,9.35
398,Miomir Kecmanovic,4156,126,118,144,3.0317613089509146,2.8392685274302214,3.4648700673724737,9.34
399,Nicolas Kiefer,910,52,0,33,5.714285714285714,0.0,3.6263736263736264,9.34
400,Jan Michael Gambill,204,13,1,5,6.372549019607843,0.49019607843137253,2.450980392156863,9.31
401,Jack Brasington,172,8,0,8,4.651162790697675,0.0,4.651162790697675,9.3
402,Gijs Brouwer,1486,68,5,65,4.576043068640646,0.3364737550471063,4.3741588156123825,9.29
403,Li Tu,563,25,2,25,4.440497335701599,0.3552397868561279,4.440497335701599,9.24
404,Gerald Melzer,65,3,0,3,4.615384615384615,0.0,4.615384615384615,9.23
405,Alejandro Davidovich Fokina,5620,132,119,268,2.3487544483985765,2.117437722419929,4.7686832740213525,9.23
406,Tomas Behrend,76,0,0,7,0.0,0.0,9.210526315789474,9.21
407,Jakob Hlasek,228,8,0,13,3.508771929824561,0.0,5.701754385964913,9.21
408,Giulio Zeppieri,261,10,0,14,3.8314176245210727,0.0,5.363984674329502,9.2
409,Ivan Lendl,16223,786,28,676,4.844973186217099,0.1725944646489552,4.166923503667633,9.18
410,Henri Leconte,1680,55,10,89,3.2738095238095237,0.5952380952380952,5.2976190476190474,9.17
411,Richey Reneberg,306,12,3,13,3.9215686274509802,0.9803921568627451,4.248366013071895,9.15
412,Guillermo Garcia Lopez,962,45,9,34,4.6777546777546775,0.9355509355509356,3.5343035343035343,9.15
413,Viktor Durasovic,208,4,0,15,1.9230769230769231,0.0,7.211538461538462,9.13
414,Constant Lestienne,440,17,4,19,3.8636363636363638,0.9090909090909091,4.318181818181818,9.09
415,Nicolai Budkov Kjaer,198,3,6,9,1.5151515151515151,3.0303030303030303,4.545454545454546,9.09
416,Karim Alami,99,2,0,7,2.0202020202020203,0.0,7.070707070707071,9.09
417,Jesper De Jong,1828,73,6,87,3.9934354485776806,0.3282275711159737,4.759299781181619,9.08
418,Liam Draxl,155,5,0,9,3.225806451612903,0.0,5.806451612903226,9.03
419,Evgeny Donskoy,477,22,3,18,4.612159329140461,0.6289308176100629,3.7735849056603774,9.01
420,Daniel Elahi Galan,1456,65,13,53,4.464285714285714,0.8928571428571429,3.64010989010989,9.0
421,Inigo Cervantes Huegun,267,10,6,8,3.745318352059925,2.247191011235955,2.9962546816479403,8.99
422,Andreas Vinciguerra,89,6,0,2,6.741573033707865,0.0,2.247191011235955,8.99
423,Kimmer Coppejans,89,2,2,4,2.247191011235955,2.247191011235955,4.49438202247191,8.99
424,Gastao Elias,78,2,0,5,2.5641025641025643,0.0,6.410256410256411,8.97
425,Facundo Bagnis,602,24,3,27,3.9867109634551494,0.4983388704318937,4.485049833887043,8.97
426,David Goffin,7856,311,106,288,3.958757637474542,1.34928716904277,3.6659877800407332,8.97
427,Andreas Seppi,3247,117,21,153,3.6033261472128117,0.6467508469356329,4.712041884816754,8.96
428,Rod Laver,648,16,0,42,2.4691358024691357,0.0,6.481481481481482,8.95
429,Alejandro Gonzalez,168,10,0,5,5.9523809523809526,0.0,2.9761904761904763,8.93
430,Mackenzie Mcdonald,2634,99,46,90,3.7585421412300684,1.7463933181473046,3.416856492027335,8.92
431,Makoto Ochi,101,2,0,7,1.9801980198019802,0.0,6.930693069306931,8.91
432,Victor Estrella,517,18,15,13,3.481624758220503,2.9013539651837523,2.514506769825919,8.9
433,Yevgeny Kafelnikov,5306,268,17,186,5.050885789672069,0.3203920090463626,3.5054655107425554,8.88
434,Tim Henman,3483,110,18,181,3.158196956646569,0.5167958656330749,5.196669537754809,8.87
435,Wayne Arthurs,203,3,0,15,1.477832512315271,0.0,7.389162561576355,8.87
436,Franco Skugor,79,5,1,1,6.329113924050633,1.2658227848101267,1.2658227848101267,8.86
437,Evan Furness,79,5,0,2,6.329113924050633,0.0,2.5316455696202533,8.86
438,Brian Battistone,79,0,0,7,0.0,0.0,8.860759493670885,8.86
439,Jose Hernandez,79,4,0,3,5.063291139240507,0.0,3.7974683544303796,8.86
440,Sargis Sargsian,113,7,0,3,6.1946902654867255,0.0,2.6548672566371683,8.85
441,Matt Reid,136,9,2,1,6.617647058823529,1.4705882352941178,0.7352941176470589,8.82
442,Chieh Fu Wang,68,3,0,3,4.411764705882353,0.0,4.411764705882353,8.82
443,Simone Bolelli,307,13,3,11,4.234527687296417,0.9771986970684039,3.583061889250814,8.79
444,David Perez Sanz,57,1,0,4,1.7543859649122806,0.0,7.017543859649122,8.77
445,Juan Pablo Varillas,1004,40,10,38,3.9840637450199203,0.9960159362549801,3.7848605577689245,8.76
446,Pol Martin Tiffon,80,2,0,5,2.5,0.0,6.25,8.75
447,Mario Ancic,994,50,4,33,5.030181086519114,0.4024144869215292,3.319919517102616,8.75
448,Adrian Mannarino,6250,251,90,206,4.016,1.44,3.296,8.75
449,Andres Gomez,732,36,0,28,4.918032786885246,0.0,3.8251366120218577,8.74
450,Matthew Ebden,435,24,0,14,5.517241379310345,0.0,3.218390804597701,8.74
451,Nicolas Massu,790,33,8,28,4.177215189873418,1.0126582278481013,3.5443037974683542,8.73
452,Cristian Garin,2604,85,61,81,3.2642089093701996,2.3425499231950844,3.110599078341014,8.72
453,Abedallah Shelbayh,207,7,2,9,3.3816425120772946,0.966183574879227,4.3478260869565215,8.7
454,Ricardas Berankis,865,30,6,39,3.468208092485549,0.6936416184971098,4.508670520231214,8.67
455,Emil Ruusuvuori,3851,110,79,144,2.856400934822124,2.0514152168267983,3.739288496494417,8.65
456,Tomas Carbonell,104,4,0,5,3.8461538461538463,0.0,4.8076923076923075,8.65
457,Chun Hsin Tseng,301,20,2,4,6.644518272425249,0.6644518272425249,1.3289036544850499,8.64
458,Janko Tipsarevic,3261,140,18,123,4.293161606869059,0.5519779208831647,3.7718491260349585,8.62
459,Alex De Minaur,9928,287,247,322,2.8908138597904913,2.4879129734085415,3.243352135374698,8.62
460,Rudolf Molleker,302,19,0,7,6.291390728476821,0.0,2.3178807947019866,8.61
461,George Bastl,93,3,2,3,3.225806451612903,2.150537634408602,3.225806451612903,8.6
462,Taro Daniel,1024,39,12,37,3.80859375,1.171875,3.61328125,8.59
463,Jan Kroslak,268,14,3,6,5.223880597014926,1.1194029850746268,2.2388059701492535,8.58
464,Juan Ignacio Londero,956,30,3,49,3.1380753138075312,0.3138075313807531,5.125523012552302,8.58
465,Sergio Casal,140,5,0,7,3.5714285714285716,0.0,5.0,8.57
466,James Blake,2971,131,6,117,4.409289801413665,0.2019522046449007,3.938067990575564,8.55
467,Petr Korda,2761,99,8,129,3.585657370517928,0.2897500905469033,4.672220210068816,8.55
468,Pavel Kotov,491,6,12,24,1.2219959266802445,2.443991853360489,4.887983706720978,8.55
469,Marcelo Rios,2458,95,1,114,3.8649308380797396,0.04068348250610252,4.637917005695687,8.54
470,Paolo Cane,82,3,0,4,3.658536585365854,0.0,4.878048780487805,8.54
471,Steve Darcis,656,31,0,25,4.725609756097561,0.0,3.8109756097560976,8.54
472,Brandon Holt,212,9,1,8,4.245283018867925,0.4716981132075472,3.7735849056603774,8.49
473,Jonas Bjorkman,1036,41,0,47,3.9575289575289574,0.0,4.536679536679537,8.49
474,Jim Courier,5740,236,7,244,4.111498257839721,0.12195121951219512,4.2508710801393725,8.48
475,Andreas Haider Maurer,520,26,1,17,5.0,0.19230769230769232,3.269230769230769,8.46
476,Joris De Loore,71,3,2,1,4.225352112676056,2.816901408450704,1.408450704225352,8.45
477,Hugo Gaston,901,13,12,51,1.4428412874583796,1.3318534961154274,5.660377358490566,8.44
478,Dan Goldie,166,3,0,11,1.8072289156626506,0.0,6.626506024096385,8.43
479,Mirza Basic,415,22,3,10,5.301204819277109,0.7228915662650602,2.4096385542168677,8.43
480,Lorenzo Giustino,202,8,0,9,3.9603960396039604,0.0,4.455445544554456,8.42
481,Corentin Moutet,1378,32,17,67,2.3222060957910013,1.2336719883889695,4.86211901306241,8.42
482,Thai Son Kwiatkowski,119,5,0,5,4.201680672268908,0.0,4.201680672268908,8.4
483,Marc Polmans,739,37,0,25,5.006765899864682,0.0,3.3829499323410013,8.39
484,Alex Molcan,1195,42,13,45,3.514644351464435,1.0878661087866108,3.7656903765690375,8.37
485,Federico Delbonis,1816,52,22,78,2.8634361233480177,1.2114537444933922,4.295154185022026,8.37
486,Juan Carlos Ferrero,2787,114,7,112,4.090419806243272,0.25116612845353425,4.018658055256548,8.36
487,Michael Geerts,60,1,0,4,1.6666666666666667,0.0,6.666666666666667,8.33
488,Benjamin Hassan,84,2,0,5,2.380952380952381,0.0,5.9523809523809526,8.33
489,Mohamed Safwat,601,28,0,22,4.658901830282862,0.0,3.660565723793677,8.32
490,Leonardo Mayer,1756,53,7,86,3.0182232346241458,0.39863325740318906,4.89749430523918,8.31
491,Paul Jubb,774,29,5,30,3.746770025839793,0.6459948320413437,3.875968992248062,8.27
492,Marc Gicquel,109,4,0,5,3.669724770642202,0.0,4.587155963302752,8.26
493,Pedro Cachin,728,34,0,26,4.670329670329671,0.0,3.5714285714285716,8.24
494,Andre Agassi,22952,864,95,931,3.7643778319972117,0.4139072847682119,4.056291390728477,8.23
495,Guido Andreozzi,220,6,1,11,2.727272727272727,0.45454545454545453,5.0,8.18
496,Marinko Matosevic,625,28,4,19,4.48,0.64,3.04,8.16
497,Juan Pablo Ficovich,49,4,0,0,8.16326530612245,0.0,0.0,8.16
498,Pat Cash,1998,56,5,102,2.8028028028028027,0.2502502502502503,5.105105105105105,8.16
499,Jurgen Melzer,577,21,5,21,3.6395147313691507,0.8665511265164645,3.6395147313691507,8.15
500,Bradley Klahn,184,8,0,7,4.3478260869565215,0.0,3.8043478260869565,8.15
501,Charles Broom,123,6,0,4,4.878048780487805,0.0,3.252032520325203,8.13
502,Karol Kucera,345,16,0,12,4.63768115942029,0.0,3.4782608695652173,8.12
503,Marton Fucsovics,4544,120,46,201,2.640845070422535,1.0123239436619718,4.423415492957746,8.08
504,Scott Draper,62,4,0,1,6.451612903225806,0.0,1.6129032258064515,8.06
505,Wesley Moodie,62,3,0,2,4.838709677419355,0.0,3.225806451612903,8.06
506,Wayne Ferreira,1217,59,0,39,4.847986852917009,0.0,3.2046014790468367,8.05
507,Michiel Schapers,87,4,0,3,4.597701149425287,0.0,3.4482758620689653,8.05
508,Daniel Rincon,75,2,0,4,2.6666666666666665,0.0,5.333333333333333,8.0
509,Paul Henri Mathieu,613,20,1,28,3.2626427406199023,0.1631321370309951,4.567699836867863,7.99
510,Marcel Granollers,802,26,4,34,3.2418952618453867,0.49875311720698257,4.239401496259352,7.98
511,Xavier Malisse,439,24,1,10,5.466970387243736,0.22779043280182232,2.277904328018223,7.97
512,Fabio Fognini,4186,116,44,173,2.771141901576684,1.051122790253225,4.132823698041089,7.96
513,Guillermo Canas,339,21,0,6,6.1946902654867255,0.0,1.7699115044247788,7.96
514,Dimitar Kuzmanov,202,10,0,6,4.9504950495049505,0.0,2.9702970297029703,7.92
515,Todd Woodbridge,633,22,4,24,3.4755134281200633,0.631911532385466,3.7914691943127963,7.9
516,Potito Starace,114,3,0,6,2.6315789473684212,0.0,5.2631578947368425,7.89
517,Anders Jarryd,152,4,0,8,2.6315789473684212,0.0,5.2631578947368425,7.89
518,Irakli Labadze,190,7,0,8,3.6842105263157894,0.0,4.2105263157894735,7.89
519,Alex Bolt,254,9,0,11,3.543307086614173,0.0,4.330708661417323,7.87
520,Rafael Nadal,42193,1299,191,1825,3.078709738582229,0.45268172445666344,4.325362026876496,7.86
521,Learner Tien,535,19,2,21,3.5514018691588785,0.37383177570093457,3.925233644859813,7.85
522,Cedric Pioline,1352,47,0,59,3.4763313609467454,0.0,4.363905325443787,7.84
523,Balazs Taroczy,218,6,0,11,2.7522935779816513,0.0,5.045871559633028,7.8
524,Carlos Moya,3788,146,9,140,3.8542766631467793,0.2375923970432946,3.6958817317845827,7.79
525,Carlos Taberner,206,12,0,4,5.825242718446602,0.0,1.941747572815534,7.77
526,Federico Coria,791,17,24,20,2.1491782553729455,3.034134007585335,2.5284450063211126,7.71
527,Federico Agustin Gomez,65,3,0,2,4.615384615384615,0.0,3.076923076923077,7.69
528,Christian Bergstrom,104,3,0,5,2.8846153846153846,0.0,4.8076923076923075,7.69
529,Kaylan Bigun,117,3,0,6,2.5641025641025643,0.0,5.128205128205129,7.69
530,Alex Barrena,65,1,0,4,1.5384615384615385,0.0,6.153846153846154,7.69
531,Zdenek Kolar,313,9,0,15,2.8753993610223643,0.0,4.792332268370607,7.67
532,Matthias Bachinger,183,5,2,7,2.73224043715847,1.092896174863388,3.8251366120218577,7.65
533,Mitchell Krueger,196,9,1,5,4.591836734693878,0.5102040816326531,2.5510204081632653,7.65
534,Yoshihito Nishioka,3546,69,94,108,1.9458544839255498,2.6508742244782852,3.045685279187817,7.64
535,Brad Gilbert,419,21,0,11,5.011933174224343,0.0,2.6252983293556085,7.64
536,Moez Echargui,118,3,0,6,2.542372881355932,0.0,5.084745762711864,7.63
537,Guido Pella,1882,68,27,48,3.6131774707757707,1.434643995749203,2.5504782146652496,7.6
538,Ruben Bemelmans,250,14,2,3,5.6,0.8,1.2,7.6
539,Mark Edmondson,79,2,0,4,2.5316455696202533,0.0,5.063291139240507,7.59
540,Michel Kratochvil,79,2,0,4,2.5316455696202533,0.0,5.063291139240507,7.59
541,Marc Sieber,79,2,0,4,2.5316455696202533,0.0,5.063291139240507,7.59
542,Jelle Sels,687,28,0,24,4.075691411935954,0.0,3.493449781659389,7.57
543,Albert Costa,939,21,0,50,2.236421725239617,0.0,5.324813631522897,7.56
544,Christopher Heyman,53,1,0,3,1.8867924528301887,0.0,5.660377358490566,7.55
545,Filip Misolic,413,9,0,22,2.179176755447942,0.0,5.326876513317191,7.51
546,Shintaro Mochizuki,213,4,0,12,1.8779342723004695,0.0,5.633802816901408,7.51
547,Yannick Noah,852,32,3,29,3.755868544600939,0.352112676056338,3.403755868544601,7.51
548,Elias Ymer,240,7,0,11,2.9166666666666665,0.0,4.583333333333333,7.5
549,Andrei Medvedev,1253,50,0,44,3.9904229848363926,0.0,3.5115722266560256,7.5
550,Arnaud Clement,1013,26,3,47,2.566633761105627,0.29615004935834155,4.639684106614018,7.5
551,Daniel Nguyen,107,1,6,1,0.9345794392523364,5.607476635514018,0.9345794392523364,7.48
552,Kei Nishikori,7189,176,49,312,2.4481847266657395,0.6815968841285297,4.3399638336347195,7.47
553,Ivo Heuberger,67,3,0,2,4.477611940298507,0.0,2.985074626865672,7.46
554,Minhtuan Pham,67,1,0,4,1.492537313432836,0.0,5.970149253731344,7.46
555,Jeremy Jahn,243,3,4,11,1.2345679012345678,1.646090534979424,4.526748971193416,7.41
556,Lukasz Kubot,81,2,0,4,2.4691358024691357,0.0,4.938271604938271,7.41
557,Mark Lajal,135,6,1,3,4.444444444444445,0.7407407407407407,2.2222222222222223,7.41
558,Kim Warwick,135,1,0,9,0.7407407407407407,0.0,6.666666666666667,7.41
559,Seong Chan Hong,81,5,0,1,6.172839506172839,0.0,1.2345679012345678,7.41
560,Marco Trungelliti,230,5,0,12,2.1739130434782608,0.0,5.217391304347826,7.39
561,Max Hans Rehberg,149,3,0,8,2.0134228187919465,0.0,5.369127516778524,7.38
562,Kris Van Wyk,68,3,0,2,4.411764705882353,0.0,2.9411764705882355,7.35
563,Eduardo Masso,136,5,0,5,3.676470588235294,0.0,3.676470588235294,7.35
564,Mikhail Kukushkin,1904,60,4,76,3.1512605042016806,0.21008403361344538,3.991596638655462,7.35
565,Magnus Gustafsson,355,11,0,15,3.0985915492957745,0.0,4.225352112676056,7.32
566,Scott Griekspoor,302,7,2,13,2.3178807947019866,0.6622516556291391,4.304635761589404,7.28
567,Thiago Agustin Tirante,371,9,3,15,2.4258760107816713,0.8086253369272237,4.0431266846361185,7.28
568,Mikhail Youzhny,1545,57,5,50,3.6893203883495147,0.32362459546925565,3.236245954692557,7.25
569,Patrick Mcenroe,456,15,4,14,3.289473684210526,0.8771929824561403,3.0701754385964914,7.24
570,Julien Boutter,152,5,0,6,3.289473684210526,0.0,3.9473684210526314,7.24
571,Yu Hsiou Hsu,221,6,2,8,2.7149321266968327,0.9049773755656109,3.6199095022624435,7.24
572,Leo Borg,221,4,1,11,1.8099547511312217,0.45248868778280543,4.97737556561086,7.24
573,Giorgio Galimberti,97,3,0,4,3.0927835051546393,0.0,4.123711340206185,7.22
574,Sebastian Baez,3919,63,73,147,1.607552947180403,1.862720081653483,3.750956876754274,7.22
575,Pablo Llamas Ruiz,97,1,0,6,1.0309278350515463,0.0,6.185567010309279,7.22
576,Farrukh Dustov,194,6,3,5,3.0927835051546393,1.5463917525773196,2.577319587628866,7.22
577,Tim Smyczek,404,10,3,16,2.4752475247524752,0.7425742574257426,3.9603960396039604,7.18
578,Karim Mohamed Maamoun,4454,106,2,212,2.3798832510103276,0.0449034575662326,4.759766502020655,7.18
579,Antonio Veic,70,4,0,1,5.714285714285714,0.0,1.4285714285714286,7.14
580,Luis Herrera,154,1,0,10,0.6493506493506493,0.0,6.4935064935064934,7.14
581,Peter Bertran,56,3,0,1,5.357142857142857,0.0,1.7857142857142858,7.14
582,Darian King,70,1,3,1,1.4285714285714286,4.285714285714286,1.4285714285714286,7.14
583,Edouard Roger Vasselin,322,8,1,14,2.484472049689441,0.3105590062111801,4.3478260869565215,7.14
584,Zsombor Piros,197,4,2,8,2.030456852791878,1.015228426395939,4.060913705583756,7.11
585,Rainer Schuettler,690,24,0,25,3.4782608695652173,0.0,3.6231884057971016,7.1
586,Roberto Marcora,71,2,0,3,2.816901408450704,0.0,4.225352112676056,7.04
587,Marcos Daniel,128,4,0,5,3.125,0.0,3.90625,7.03
588,Nikolay Davydenko,4415,150,17,143,3.3975084937712343,0.38505096262740657,3.2389580973952437,7.02
589,Facundo Diaz Acosta,314,7,0,15,2.229299363057325,0.0,4.777070063694268,7.01
